ID	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	GeneRatio_num	BgRatio_num	Enrichment	Comparison	Direction
WNT_UP.V1_DN	6/199	171/41384	1.89E-04	0.004336189	0.002976134	TGFBR3/HSD3B7/ADAM19/NSMF/TNFRSF21/PLXNA1	6	0.030150754	0.004132032	7.296835052	E788_vs_WT	up
GOBP_LEUKOCYTE_APOPTOTIC_PROCESS	5/199	109/41384	1.90E-04	0.004354827	0.002988926	CD274/CCL5/IL2RA/RAPGEF2/TNFRSF21	5	0.025125628	0.002633868	9.539440321	E788_vs_WT	up
KLF2_repressed_SigDB_Staudt	5/199	109/41384	1.90E-04	0.004354827	0.002988926	MAPKAPK3/PTPRO/CMAHP/TNFRSF21/GYPC	5	0.025125628	0.002633868	9.539440321	E788_vs_WT	up
MODULE_6	9/199	413/41384	1.91E-04	0.004354827	0.002988926	NCALD/PTP4A3/DDIT4/CCL5/IER3/CCND1/TTLL12/CMAHP/ABLIM1	9	0.045226131	0.009979702	4.5318116	E788_vs_WT	up
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	7/199	244/41384	1.92E-04	0.004354827	0.002988926	SSTR2/ADGRD1/CACNA1D/S1PR3/AKAP12/RAPGEF2/GNAL	7	0.035175879	0.005895998	5.966059807	E788_vs_WT	up
IRF_Q6	7/199	244/41384	1.92E-04	0.004354827	0.002988926	ZBTB32/SH2B3/OSM/CD80/PTPRO/CCND1/BCL11A	7	0.035175879	0.005895998	5.966059807	E788_vs_WT	up
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS	8/199	325/41384	1.92E-04	0.004354827	0.002988926	EIF2AK4/PIEZO2/PPID/KCNJ2/MYC/NSMF/BMP6/XRCC5	8	0.040201005	0.007853277	5.119010437	E788_vs_WT	up
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	7/199	245/41384	1.97E-04	0.004456487	0.0030587	CD274/CD80/CCL5/RASGRP1/SLAMF1/IL2RA/HHLA2	7	0.035175879	0.005920162	5.941708543	E788_vs_WT	up
BRUECKNER_TARGETS_OF_MIRLET7A3_UP	5/199	110/41384	1.99E-04	0.004481462	0.003075841	PRDX1/AKAP12/TESC/RHOV/ABLIM1	5	0.025125628	0.002658032	9.452718136	E788_vs_WT	up
HP_ABNORMAL_BREATH_SOUND	5/199	110/41384	1.99E-04	0.004481462	0.003075841	SPAG1/GNPTAB/ABCA3/TERT/DNAAF3	5	0.025125628	0.002658032	9.452718136	E788_vs_WT	up
WOOD_EBV_EBNA1_TARGETS_UP	5/199	110/41384	1.99E-04	0.004481462	0.003075841	EEF1A2/SLCO4A1/MYC/WIPF1/ASS1	5	0.025125628	0.002658032	9.452718136	E788_vs_WT	up
GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_CD8_TCELL_DN	6/199	173/41384	2.01E-04	0.004518812	0.003101477	ZBTB32/CD274/IL2RA/CWC27/RAPGEF2/WARS1	6	0.030150754	0.00418036	7.212478578	E788_vs_WT	up
NAGASHIMA_NRG1_SIGNALING_UP	6/199	173/41384	2.01E-04	0.004518812	0.003101477	SLCO4A1/IER3/STK24/MYC/FERMT2/TNFRSF21	6	0.030150754	0.00418036	7.212478578	E788_vs_WT	up
HP_ABNORMAL_FINGERTIP_MORPHOLOGY	5/199	111/41384	2.07E-04	0.004576825	0.003141294	EIF2AK4/RASGRP1/ABCA3/TERT/SLC5A6	5	0.025125628	0.002682196	9.367558513	E788_vs_WT	up
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	5/199	111/41384	2.07E-04	0.004576825	0.003141294	SOCS3/OSM/CCND1/MYC/FCER2	5	0.025125628	0.002682196	9.367558513	E788_vs_WT	up
GSE12003_4D_VS_8D_CULTURE_BM_PROGENITOR_UP	6/199	174/41384	2.07E-04	0.004576825	0.003141294	CD274/IL9/RRP1B/MTHFD1L/TAF4B/TBL3	6	0.030150754	0.004204523	7.171027552	E788_vs_WT	up
GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_UP	6/199	174/41384	2.07E-04	0.004576825	0.003141294	SOCS3/DDIT4/LRG1/CCND1/TMEM9/CCND2	6	0.030150754	0.004204523	7.171027552	E788_vs_WT	up
GSE7348_LPS_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_DN	6/199	174/41384	2.07E-04	0.004576825	0.003141294	MTTP/CCL5/RASGRP1/GNB4/CACNB2/WARS1	6	0.030150754	0.004204523	7.171027552	E788_vs_WT	up
MODULE_197	6/199	174/41384	2.07E-04	0.004576825	0.003141294	CCL17/TLE1/MYC/BMI1/NPAS1/NOLC1	6	0.030150754	0.004204523	7.171027552	E788_vs_WT	up
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	7/199	248/41384	2.12E-04	0.00467214	0.003206714	CCL17/TXNDC17/CCL5/AKAP12/ASS1/PRKN/TNFRSF21	7	0.035175879	0.005992654	5.869833036	E788_vs_WT	up
GSE6259_33D1_POS_VS_DEC205_POS_FLT3L_INDUCED_SPLENIC_DC_UP	6/199	175/41384	2.14E-04	0.0047074	0.003230914	OSM/SLCO4A1/CCL5/IER3/STARD5/RHBDF2	6	0.030150754	0.004228687	7.130050251	E788_vs_WT	up
IRF4_ABC_induced_PDC_SigDB_Staudt	5/199	112/41384	2.16E-04	0.00475186	0.003261429	SLC35F3/ALOX5AP/MZB1/BCL11A/TNFRSF21	5	0.025125628	0.00270636	9.283919598	E788_vs_WT	up
NFAT_Q6	7/199	249/41384	2.17E-04	0.004761364	0.003267952	FAP/ZBTB32/CD274/PLOD2/HSD3B7/CAPN6/ZHX2	7	0.035175879	0.006016818	5.846259409	E788_vs_WT	up
WP_MAPK_SIGNALING_PATHWAY	7/199	249/41384	2.17E-04	0.004761364	0.003267952	CACNA1D/MAPKAPK3/RASGRP1/MYC/CACNB2/RAPGEF2/RRAS2	7	0.035175879	0.006016818	5.846259409	E788_vs_WT	up
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1	9/199	421/41384	2.20E-04	0.004807287	0.003299471	CCL17/KHDRBS3/CCL5/IER3/KCNJ2/ZHX2/NPAS1/GYPC/CHAC1	9	0.045226131	0.010173014	4.445696416	E788_vs_WT	up
GSE37532_WT_VS_PPARG_KO_LN_TREG_UP	6/199	176/41384	2.21E-04	0.004807287	0.003299471	CD80/WIPF1/DESI1/WASL/TRAM2/TERT	6	0.030150754	0.004252851	7.089538602	E788_vs_WT	up
AATGTGA_MIR23A_MIR23B	9/199	422/41384	2.24E-04	0.004879013	0.0033487	CCND1/TGFBR3/STARD5/CAPN6/AKAP12/ADAM19/RRAS2/SRGAP3/BCL11A	9	0.045226131	0.010197178	4.43516159	E788_vs_WT	up
HP_ABNORMAL_LYMPHOCYTE_MORPHOLOGY	6/199	177/41384	2.27E-04	0.00494263	0.003392363	RASGRP1/IL2RA/MYC/WIPF1/RRAS2/TERT	6	0.030150754	0.004277015	7.049484712	E788_vs_WT	up
IRF4_ABC_repressed_all_SigDB_Staudt	9/199	423/41384	2.28E-04	0.004951027	0.003398127	SOCS3/ZBTB32/CD80/SLCO4A1/LRG1/RASGRP1/WIPF1/BMI1/PRNP	9	0.045226131	0.010221342	4.424676574	E788_vs_WT	up
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	8/199	334/41384	2.31E-04	0.005005734	0.003435675	GJB2/TRAP1/STK24/MYC/PRDX1/PRKN/PYCR1/XRCC5	8	0.040201005	0.008070752	4.98107303	E788_vs_WT	up
GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_DN	6/199	178/41384	2.34E-04	0.005039233	0.003458666	TXNDC17/NCALD/CD80/CCL5/GNPTAB/HOPX	6	0.030150754	0.004301179	7.009880865	E788_vs_WT	up
GSE3565_CTRL_VS_LPS_INJECTED_SPLENOCYTES_UP	6/199	178/41384	2.34E-04	0.005039233	0.003458666	CD80/CCL5/MAPKAPK3/IL2RA/GNPTAB/HOPX	6	0.030150754	0.004301179	7.009880865	E788_vs_WT	up
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP	6/199	178/41384	2.34E-04	0.005039233	0.003458666	NCALD/S1PR3/TRDC/ADAM19/HOPX/FCER2	6	0.030150754	0.004301179	7.009880865	E788_vs_WT	up
BOSCO_TH1_CYTOTOXIC_MODULE	5/199	114/41384	2.35E-04	0.005040284	0.003459388	SSTR2/SLAMF1/IL2RA/ADAM19/RHBDF2	5	0.025125628	0.002754688	9.121043816	E788_vs_WT	up
AAGCCAT_MIR135A_MIR135B	8/199	335/41384	2.36E-04	0.005044953	0.003462592	CACNA1D/EXTL2/TMEM9/CCND2/AKR1A1/SRGAP3/KALRN/BCL11A	8	0.040201005	0.008094916	4.966204155	E788_vs_WT	up
WONG_EMBRYONIC_STEM_CELL_CORE	8/199	335/41384	2.36E-04	0.005044953	0.003462592	GNPDA1/CCND1/EBNA1BP2/MYC/PRDX1/CCND2/BCAT1/XRCC5	8	0.040201005	0.008094916	4.966204155	E788_vs_WT	up
KOBAYASHI_EGFR_SIGNALING_24HR_DN	7/199	253/41384	2.39E-04	0.005117393	0.003512312	SLCO4A1/IER3/CCND1/CDC45/NOLC1/SRM/STEAP1	7	0.035175879	0.006113474	5.753828431	E788_vs_WT	up
GOCC_APICAL_PART_OF_CELL	9/199	426/41384	2.40E-04	0.005123172	0.003516278	FAP/AHCYL1/SLC4A5/PTPRO/OTOA/RAPGEF2/AKR1A1/SLC9B2/SLC5A6	9	0.045226131	0.010293833	4.39351688	E788_vs_WT	up
MIR4465	9/199	426/41384	2.40E-04	0.005123172	0.003516278	TRIB2/MTTP/LSM11/PLOD2/KCNJ2/CACNB2/ADAM19/HMGA1/CHAC1	9	0.045226131	0.010293833	4.39351688	E788_vs_WT	up
GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_DN	6/199	179/41384	2.42E-04	0.005130412	0.003521247	CCL5/IL2RA/ADAM19/RRP1B/GNPTAB/HOPX	6	0.030150754	0.004325343	6.970719519	E788_vs_WT	up
GSE3565_DUSP1_VS_WT_SPLENOCYTES_DN	6/199	179/41384	2.42E-04	0.005130412	0.003521247	TRIB2/MYC/RRAS2/MTHFD1L/CMAHP/ABLIM1	6	0.030150754	0.004325343	6.970719519	E788_vs_WT	up
GSE40274_CTRL_VS_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	6/199	179/41384	2.42E-04	0.005130412	0.003521247	LONRF2/IL2RA/ZHX2/MRPS34/SRM/TBL3	6	0.030150754	0.004325343	6.970719519	E788_vs_WT	up
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	5/199	115/41384	2.44E-04	0.005178466	0.003554229	LTA/EIF2AK4/CD274/SLAMF1/FCER2	5	0.025125628	0.002778852	9.041730391	E788_vs_WT	up
MIR6760_5P	5/199	115/41384	2.44E-04	0.005178466	0.003554229	FAM171A1/TMEM9/ADAM19/UBQLN4/GNAL	5	0.025125628	0.002778852	9.041730391	E788_vs_WT	up
GSE4590_LARGE_PRE_BCELL_VS_VPREB_POS_LARGE_PRE_BCELL_DN	6/199	180/41384	2.49E-04	0.005250973	0.003603994	TRIB2/RASGRP1/ADAM19/RAPGEF2/XRCC5/ABLIM1	6	0.030150754	0.004349507	6.9319933	E788_vs_WT	up
GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	9/199	429/41384	2.53E-04	0.005328882	0.003657467	EIF2AK4/CHRNA6/AKAP12/CACNB2/RAPGEF2/PTPRA/PRKN/PRNP/NSMF	9	0.045226131	0.010366325	4.362792986	E788_vs_WT	up
chr4q32	5/199	116/41384	2.54E-04	0.005347686	0.003670373	PPID/FNIP2/C4orf46/RAPGEF2/ETFDH	5	0.025125628	0.002803016	8.963784439	E788_vs_WT	up
GOBP_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	5/199	116/41384	2.54E-04	0.005347686	0.003670373	SOCS3/IL9/SH2B3/CCL5/SOCS2	5	0.025125628	0.002803016	8.963784439	E788_vs_WT	up
GSE3565_CTRL_VS_LPS_INJECTED_DUSP1_KO_SPLENOCYTES_UP	6/199	181/41384	2.56E-04	0.005373586	0.003688149	CCL5/MAPKAPK3/IL2RA/GNPTAB/RHBDF2/PROS1	6	0.030150754	0.004373671	6.893694994	E788_vs_WT	up
HP_ABNORMALITY_OF_FONTANELLES	6/199	181/41384	2.56E-04	0.005373586	0.003688149	PIEZO2/PTDSS1/CDC45/PYCR1/ETFDH/VARS1	6	0.030150754	0.004373671	6.893694994	E788_vs_WT	up
P300_01	7/199	256/41384	2.57E-04	0.005379626	0.003692295	GJB2/DDIT4/AKAP12/CACNB2/ZHX2/RHOV/BCL11A	7	0.035175879	0.006185966	5.686400754	E788_vs_WT	up
ONDER_CDH1_TARGETS_2_UP	7/199	257/41384	2.63E-04	0.005471748	0.003755523	PLOD2/TGFBR3/WIPF1/FERMT2/TRAM2/PLPP3/GYPC	7	0.035175879	0.00621013	5.664274681	E788_vs_WT	up
JISON_SICKLE_CELL_DISEASE_UP	6/199	182/41384	2.64E-04	0.005476567	0.00375883	GNPDA1/CLIC2/PTPRO/PRDX1/DESI1/AKR1A1	6	0.030150754	0.004397835	6.855817549	E788_vs_WT	up
OKUMURA_INFLAMMATORY_RESPONSE_LPS	6/199	182/41384	2.64E-04	0.005476567	0.00375883	TLE1/CCL5/RASGRP1/SLC27A2/SPAG1/PLPP3	6	0.030150754	0.004397835	6.855817549	E788_vs_WT	up
GOBP_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	5/199	117/41384	2.65E-04	0.005484393	0.003764201	CCL17/CCL5/MYC/ASS1/IRF8	5	0.025125628	0.00282718	8.887170897	E788_vs_WT	up
PHONG_TNF_RESPONSE_NOT_VIA_P38	8/199	341/41384	2.65E-04	0.005489347	0.003767602	SSTR2/SLCO4A1/RAPGEF2/RHBDF2/PLPP3/TNFRSF21/PLXNA1/STEAP1	8	0.040201005	0.008239899	4.878822264	E788_vs_WT	up
MIR218_5P	9/199	432/41384	2.66E-04	0.005497603	0.003773268	SOCS3/PIEZO2/RRP1B/BCAT1/PTPRA/BMI1/PLPP3/KALRN/GPR63	9	0.045226131	0.010438817	4.332495812	E788_vs_WT	up
BOCHKIS_FOXA2_TARGETS	9/199	433/41384	2.71E-04	0.005584041	0.003832594	OSBPL1A/LRG1/TRAP1/PLOD2/PRDX1/STARD5/GFUS/PROS1/VARS1	9	0.045226131	0.010462981	4.322490048	E788_vs_WT	up
GOCC_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	7/199	259/41384	2.76E-04	0.00568185	0.003899725	SOCS3/CCND1/CCND2/SOCS2/TERT/XRCC5/TAF4B	7	0.035175879	0.006258457	5.620535108	E788_vs_WT	up
GSE27241_WT_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN	6/199	184/41384	2.80E-04	0.00576145	0.003954359	MAPKAPK3/CCND2/SLC25A39/TESC/TMEM147/TMC6	6	0.030150754	0.004446163	6.781297793	E788_vs_WT	up
ZHU_CMV_ALL_DN	5/199	119/41384	2.86E-04	0.005885733	0.00403966	DDIT4/CCND1/TGFBR3/PYCR1/TRAM2	5	0.025125628	0.002875507	8.73780668	E788_vs_WT	up
GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	6/199	185/41384	2.88E-04	0.005915612	0.004060167	SOCS3/IL9/SH2B3/OSM/CCL5/SOCS2	6	0.030150754	0.004470327	6.74464213	E788_vs_WT	up
GSE21546_UNSTIM_VS_ANTI_CD3_STIM_ELK1_KO_DP_THYMOCYTES_DN	6/199	186/41384	2.97E-04	0.00599499	0.004114649	CACNA1D/LRG1/SLC4A5/CDC45/XRCC5/CHAC1	6	0.030150754	0.004494491	6.708380613	E788_vs_WT	up
GSE26488_CTRL_VS_PEPTIDE_INJECTION_OT2_THYMOCYTE_UP	6/199	186/41384	2.97E-04	0.00599499	0.004114649	LTA/ADGRD1/ANKRD30A/XPO6/XRCC5/PROS1	6	0.030150754	0.004494491	6.708380613	E788_vs_WT	up
RPS14_DN.V1_DN	6/199	186/41384	2.97E-04	0.00599499	0.004114649	BCAT1/PYCR1/STEAP3/SRM/CHAC1/VARS1	6	0.030150754	0.004494491	6.708380613	E788_vs_WT	up
HP_ABNORMAL_CIRCULATING_DICARBOXYLIC_ACID_CONCENTRATION	5/199	120/41384	2.98E-04	0.006008237	0.00412374	MTTP/PRDX1/HSD3B7/ETFDH/GYPC	5	0.025125628	0.002899671	8.664991625	E788_vs_WT	up
LU_AGING_BRAIN_UP	7/199	263/41384	3.03E-04	0.006096821	0.00418454	ICAM2/DDIT4/AHCYL1/CLIC2/PLOD2/FERMT2/ZHX2	7	0.035175879	0.006355113	5.535051684	E788_vs_WT	up
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	9/199	441/41384	3.09E-04	0.006219049	0.004268431	LTA/ALOX5AP/OSM/CCL5/RASGRP1/SLAMF1/STK24/BMP6/XRCC5	9	0.045226131	0.010656292	4.244077531	E788_vs_WT	up
GRYDER_PAX3FOXO1_TOP_ENHANCERS	9/199	441/41384	3.09E-04	0.006219049	0.004268431	ALOX5AP/TLE1/TRAP1/STK24/ADAM19/RRP1B/ASS1/TRAM2/NOLC1	9	0.045226131	0.010656292	4.244077531	E788_vs_WT	up
AKT_UP.V1_DN	6/199	188/41384	3.14E-04	0.006224168	0.004271944	SLIT3/S1PR3/ASS1/PLPP3/FKBP11/PDE9A	6	0.030150754	0.004542818	6.637014862	E788_vs_WT	up
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	6/199	188/41384	3.14E-04	0.006224168	0.004271944	LTA/EIF2AK4/CD274/CD80/SLAMF1/FCER2	6	0.030150754	0.004542818	6.637014862	E788_vs_WT	up
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	9/199	442/41384	3.15E-04	0.006224168	0.004271944	SOCS3/TRIB2/SH2B3/DDIT4/PTPRO/WARS1/PRKN/PRNP/PLPP3	9	0.045226131	0.010680456	4.234475545	E788_vs_WT	up
HP_OSTEOPENIA	7/199	265/41384	3.17E-04	0.006224168	0.004271944	MTTP/CCND1/PLOD2/GNPTAB/PYCR1/NSMF/TERT	7	0.035175879	0.006403441	5.493277709	E788_vs_WT	up
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	7/199	265/41384	3.17E-04	0.006224168	0.004271944	LTA/CCL17/IL9/OSM/CCL5/IL2RA/TNFRSF21	7	0.035175879	0.006403441	5.493277709	E788_vs_WT	up
GOBP_NEURON_DEATH	8/199	352/41384	3.28E-04	0.006224168	0.004271944	DDIT4/CCL5/RRAS2/PRKN/PRNP/NSMF/TERT/TNFRSF21	8	0.040201005	0.008505703	4.726359068	E788_vs_WT	up
AP1_Q6_01	7/199	267/41384	3.31E-04	0.006224168	0.004271944	EEF1A2/ZBTB32/IL9/CAPN6/TEX19/ASS1/SCRN1	7	0.035175879	0.006451769	5.452129562	E788_vs_WT	up
KEGG_MAPK_SIGNALING_PATHWAY	7/199	267/41384	3.31E-04	0.006224168	0.004271944	CACNA1D/MAPKAPK3/RASGRP1/MYC/CACNB2/RAPGEF2/RRAS2	7	0.035175879	0.006451769	5.452129562	E788_vs_WT	up
NAKAYA_MYELOID_DENDRITIC_CELL_FLUMIST_AGE_18_50YO_7DY_DN	7/199	267/41384	3.31E-04	0.006224168	0.004271944	TRIB2/HEMK1/GNPDA1/RRP1B/XPO6/BCAT1/TMEM147	7	0.035175879	0.006451769	5.452129562	E788_vs_WT	up
GSE26928_EFF_MEM_VS_CENTR_MEM_CD4_TCELL_UP	6/199	190/41384	3.32E-04	0.006224168	0.004271944	ZBTB32/CCL5/HHLA2/HOPX/CDAN1/FKBP11	6	0.030150754	0.004591146	6.567151547	E788_vs_WT	up
JNK_DN.V1_DN	6/199	190/41384	3.32E-04	0.006224168	0.004271944	PTP4A3/WIPF1/CDC45/TRIM10/IRF8/STEAP1	6	0.030150754	0.004591146	6.567151547	E788_vs_WT	up
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP	5/199	123/41384	3.34E-04	0.006224168	0.004271944	EIF2AK4/PPID/CAPN6/ADAM19/PLPP3	5	0.025125628	0.002972163	8.453650366	E788_vs_WT	up
LAKE_ADULT_KIDNEY_C10_THIN_ASCENDING_LIMB	8/199	353/41384	3.34E-04	0.006224168	0.004271944	IER3/FNIP2/PLOD2/STK24/PRDX1/PLPP3/XRCC5/RPL6	8	0.040201005	0.008529867	4.712969949	E788_vs_WT	up
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN	8/199	354/41384	3.41E-04	0.006224168	0.004271944	SH2B3/KHDRBS3/MAPKAPK3/HSD3B7/DESI1/CAPN6/ENTR1/IRF8	8	0.040201005	0.008554031	4.699656474	E788_vs_WT	up
GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_UP	6/199	191/41384	3.42E-04	0.006224168	0.004271944	SOCS3/DDIT4/RAPGEF2/SRGAP3/TRAM2/PDE9A	6	0.030150754	0.00461531	6.532768555	E788_vs_WT	up
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN	6/199	191/41384	3.42E-04	0.006224168	0.004271944	COL15A1/DDIT4/SLC27A2/C4orf46/RAPGEF2/RHEBL1	6	0.030150754	0.00461531	6.532768555	E788_vs_WT	up
GSE29617_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_DN	6/199	191/41384	3.42E-04	0.006224168	0.004271944	STARD5/MZB1/MTERF3/ADAM19/PRKN/FKBP11	6	0.030150754	0.00461531	6.532768555	E788_vs_WT	up
GSE4984_UNTREATED_VS_GALECTIN1_TREATED_DC_DN	6/199	191/41384	3.42E-04	0.006224168	0.004271944	TLE1/TRAP1/SLAMF1/MZB1/FCER2/ABLIM1	6	0.030150754	0.00461531	6.532768555	E788_vs_WT	up
MORF_PRKDC	6/199	191/41384	3.42E-04	0.006224168	0.004271944	PTDSS1/NPM3/XPO6/BMI1/XRCC5/VARS1	6	0.030150754	0.00461531	6.532768555	E788_vs_WT	up
AIZARANI_LIVER_C10_MVECS_1	7/199	269/41384	3.46E-04	0.006224168	0.004271944	SOCS3/TNS1/PCAT19/COL15A1/TGFBR3/WARS1/PLPP3	7	0.035175879	0.006500097	5.411593282	E788_vs_WT	up
MODULE_27	8/199	355/41384	3.47E-04	0.006224168	0.004271944	TRIB2/CD80/PTPRO/SLAMF1/IL2RA/TGFBR3/FCER2/TNFRSF21	8	0.040201005	0.008578194	4.686418006	E788_vs_WT	up
EGFR_UP.V1_UP	6/199	192/41384	3.51E-04	0.006224168	0.004271944	SPAG1/AKAP12/CMAHP/FERMT2/SOCS2/TNFRSF21	6	0.030150754	0.004639474	6.498743719	E788_vs_WT	up
GSE6259_BCELL_VS_CD8_TCELL_UP	6/199	192/41384	3.51E-04	0.006224168	0.004271944	PIEZO2/FAM171A1/OSBPL1A/TNS1/SLCO4A1/DDIT4	6	0.030150754	0.004639474	6.498743719	E788_vs_WT	up
GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_UP	6/199	192/41384	3.51E-04	0.006224168	0.004271944	ZBTB32/IL2RA/NPM3/TESC/RHEBL1/PDE9A	6	0.030150754	0.004639474	6.498743719	E788_vs_WT	up
KASLER_HDAC7_TARGETS_1_UP	6/199	192/41384	3.51E-04	0.006224168	0.004271944	TMEM273/LTA/B4GALT1/AKAP12/STEAP3/VARS1	6	0.030150754	0.004639474	6.498743719	E788_vs_WT	up
MANNO_MIDBRAIN_NEUROTYPES_HSERT	9/199	450/41384	3.58E-04	0.006224168	0.004271944	SLC35F3/SSTR2/EEF1A2/LONRF2/TNS1/VAT1L/GNAL/ABLIM1/BOP1	9	0.045226131	0.010873768	4.15919598	E788_vs_WT	up
Leucine_starve_up_SigDB_Staudt	5/199	125/41384	3.59E-04	0.006224168	0.004271944	HMGA1/ASS1/BMI1/PYCR1/FCER2	5	0.025125628	0.003020491	8.31839196	E788_vs_WT	up
GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_UP	6/199	193/41384	3.61E-04	0.006224168	0.004271944	EIF2AK4/SH2B3/FNIP2/WASL/WARS1/IRF8	6	0.030150754	0.004663638	6.465071471	E788_vs_WT	up
IRF4_myeloma_induced_Agilent_SigDB_Staudt	6/199	193/41384	3.61E-04	0.006224168	0.004271944	GNPDA1/MYC/TEX19/BMP6/TERT/FKBP11	6	0.030150754	0.004663638	6.465071471	E788_vs_WT	up
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_UP	7/199	271/41384	3.62E-04	0.006224168	0.004271944	ICAM2/DDIT4/SLAMF1/GNB4/HSD3B7/TRIM10/CMAHP	7	0.035175879	0.006548425	5.371655325	E788_vs_WT	up
SENESE_HDAC1_TARGETS_UP	9/199	451/41384	3.64E-04	0.006224168	0.004271944	SLCO4A1/MYC/C4orf46/DESI1/SPAG1/CCND2/HMGA1/STEAP3/PRNP	9	0.045226131	0.010897932	4.149973816	E788_vs_WT	up
AIZARANI_LIVER_C21_STELLATE_CELLS_1	6/199	194/41384	3.71E-04	0.006224168	0.004271944	SOCS3/SLIT3/TNS1/IER3/MYC/PROS1	6	0.030150754	0.004687802	6.431746361	E788_vs_WT	up
GSE19401_RETINOIC_ACID_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP	6/199	194/41384	3.71E-04	0.006224168	0.004271944	SH2B3/CCND1/MYC/PRNP/SOCS2/TMC6	6	0.030150754	0.004687802	6.431746361	E788_vs_WT	up
GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_BALBC_DN	6/199	194/41384	3.71E-04	0.006224168	0.004271944	LONRF2/KCNJ2/C4orf46/MZB1/AKAP12/ABLIM1	6	0.030150754	0.004687802	6.431746361	E788_vs_WT	up
GSE25088_CTRL_VS_IL4_STIM_MACROPHAGE_UP	6/199	194/41384	3.71E-04	0.006224168	0.004271944	SLC35F3/PTP4A3/HEMK1/GNB4/SEPTIN9/SOCS2	6	0.030150754	0.004687802	6.431746361	E788_vs_WT	up
GSE2706_2H_VS_8H_LPS_STIM_DC_DN	6/199	194/41384	3.71E-04	0.006224168	0.004271944	ZBTB32/CCL5/IL2RA/C4orf46/SOCS2/FSD1L	6	0.030150754	0.004687802	6.431746361	E788_vs_WT	up
GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_UP	6/199	194/41384	3.71E-04	0.006224168	0.004271944	TRIB2/MYC/APOL1/RRAS2/FCER2/ABLIM1	6	0.030150754	0.004687802	6.431746361	E788_vs_WT	up
GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_6H_UP	6/199	194/41384	3.71E-04	0.006224168	0.004271944	SOCS3/DDIT4/IER3/WDR64/SOCS2/FSD1L	6	0.030150754	0.004687802	6.431746361	E788_vs_WT	up
EPPERT_HSC_R	5/199	126/41384	3.73E-04	0.006224168	0.004271944	ATP8B4/CACNB2/HOPX/SOCS2/BCL11A	5	0.025125628	0.003044655	8.252372976	E788_vs_WT	up
